,time,left_pwm,right_pwm,left_pressure,right_pressure,left_flex,right_flex,base_pos_x,base_pos_y,tip_pos_x,tip_pos_y,scaled_voltage
0,0.0,0.0,0.0,101.0,0.0,683.0,0.0,520.1440826826973,258.6168379507141,517.4877424634624,409.3443769946672,3.3349609375
1,0.020000457763671875,0.0,0.0,101.0,0.0,682.0,0.0,520.1440826826973,258.6168379507141,517.4877424634624,409.3443769946672,3.330078125
2,0.049999237060546875,75.0,75.0,100.0,0.0,682.0,0.0,520.1440826826973,258.6168379507141,517.4877424634624,409.3443769946672,3.330078125
3,0.06999969482421875,75.0,75.0,102.0,0.0,683.0,0.0,520.1349646690531,258.75447310832675,517.507964860107,409.3580856520663,3.3349609375
4,0.10000038146972656,75.0,75.0,102.0,0.0,680.0,0.0,520.1409461997561,258.6122002176885,517.9412758604647,409.6004220022528,3.3203125
5,0.11999893188476562,75.0,75.0,102.0,0.0,684.0,0.0,520.1978301207837,258.7135203270892,518.3916053775845,409.9262302520627,3.33984375
6,0.14999961853027344,75.0,75.0,102.0,0.0,680.0,0.0,520.14011141976,258.6643784468609,519.5110615119785,410.3902546752553,3.3203125
7,0.17999839782714844,75.0,75.0,103.0,0.0,679.0,0.0,520.14011141976,258.6643784468609,519.5110615119785,410.3902546752553,3.3154296875
8,0.1999988555908203,75.0,75.0,102.0,0.0,679.0,0.0,520.1724564044761,258.53569435546723,521.008758063312,410.77920907032694,3.3154296875
9,0.23000144958496094,75.0,75.0,102.0,0.0,679.0,0.0,520.1440826826973,258.6168379507141,522.7947164233983,411.02773523931023,3.3154296875
10,0.2499980926513672,75.0,75.0,102.0,0.0,675.0,0.0,520.1590859948759,258.66422054045523,524.5316503373875,411.6613875355566,3.2958984375
11,0.2800006866455078,75.0,75.0,104.0,0.0,675.0,0.0,520.1590859948759,258.66422054045523,524.5316503373875,411.6613875355566,3.2958984375
12,0.3000011444091797,75.0,75.0,104.0,0.0,672.0,0.0,520.1298856928485,258.7114978816471,525.4375055775079,411.8248485377002,3.28125
13,0.3299999237060547,75.0,75.0,104.0,0.0,670.0,0.0,520.1440826826973,258.6168379507141,525.9381628063073,411.95194239947153,3.271484375
14,0.3599987030029297,75.0,75.0,103.0,0.0,668.0,0.0,520.14011141976,258.6643784468609,525.773172151923,411.91919783836704,3.26171875
15,0.37999916076660156,75.0,75.0,103.0,0.0,667.0,0.0,520.1440826826973,258.6168379507141,525.7006535542553,411.96928406091513,3.2568359375
16,0.40999794006347656,75.0,75.0,103.0,0.0,665.0,0.0,520.1440826826973,258.6168379507141,525.7006535542553,411.96928406091513,3.2470703125
17,0.42999839782714844,75.0,75.0,103.0,0.0,663.0,0.0,520.14011141976,258.6643784468609,525.6014954490395,411.970424957705,3.2373046875
18,0.46000099182128906,75.0,75.0,103.0,0.0,660.0,0.0,520.1409461997561,258.6122002176885,525.890327843174,412.1927030202965,3.22265625
19,0.48999977111816406,75.0,75.0,104.0,0.0,661.0,0.0,520.0782577965315,258.7055062470299,526.4422854612485,412.3253763999959,3.2275390625
20,0.5100002288818359,75.0,75.0,103.0,0.0,659.0,0.0,520.0782577965315,258.7055062470299,526.4422854612485,412.3253763999959,3.2177734375
21,0.5399990081787109,75.0,75.0,104.0,0.0,659.0,0.0,520.1409461997561,258.6122002176885,527.4434489414472,412.4893281313742,3.2177734375
22,0.5699977874755859,75.0,75.0,103.0,0.0,658.0,0.0,520.1558651339974,258.65913932472944,528.4220957486982,412.8202429628371,3.212890625
23,0.5899982452392578,75.0,75.0,103.0,0.0,656.0,0.0,520.0881761935836,258.65859220202384,529.1903744259215,412.8656693264089,3.203125
24,0.6200008392333984,75.0,75.0,104.0,0.0,655.0,0.0,520.0881761935836,258.65859220202384,529.1903744259215,412.8656693264089,3.1982421875
25,0.6400012969970703,75.0,75.0,103.0,0.0,654.0,0.0,520.1872567840653,258.7607489659659,529.3977208215932,413.0446866343428,3.193359375
26,0.6700000762939453,75.0,75.0,103.0,0.0,652.0,0.0,520.0795026222852,258.6466124083705,529.2004303709298,412.8281815560727,3.18359375
27,0.6900005340576172,75.0,75.0,104.0,0.0,652.0,0.0,520.083477445196,258.5990877413995,528.743988324693,412.77501018137093,3.18359375
28,0.7199993133544922,75.0,75.0,104.0,0.0,649.0,0.0,520.083477445196,258.5990877413995,528.340509607273,412.78487308814925,3.1689453125
29,0.7499980926513672,75.0,75.0,104.0,0.0,651.0,0.0,520.083477445196,258.5990877413995,528.340509607273,412.78487308814925,3.1787109375
30,0.7699985504150391,75.0,75.0,105.0,0.0,650.0,0.0,520.0826334607638,258.65124638124496,528.340509607273,412.78487308814925,3.173828125
31,0.8000011444091797,75.0,75.0,104.0,0.0,650.0,0.0,520.0837610766536,258.7417905706462,528.35138655453,412.83446514855086,3.173828125
32,0.8199977874755859,75.0,75.0,104.0,0.0,648.0,0.0,520.0837610766536,258.7417905706462,529.0820133345818,412.9591652237217,3.1640625
33,0.8500003814697266,75.0,75.0,104.0,0.0,650.0,0.0,520.068438206717,258.74583704692515,529.7312067032785,412.9534980460635,3.173828125
34,0.8799991607666016,75.0,75.0,103.0,0.0,649.0,0.0,520.068438206717,258.74583704692515,529.7312067032785,412.9534980460635,3.1689453125
35,0.8999996185302734,75.0,75.0,104.0,0.0,648.0,0.0,520.0826334607638,258.65124638124496,530.2157812823331,413.1517060538587,3.1640625
36,0.9299983978271484,75.0,75.0,104.0,0.0,648.0,0.0,520.078658346038,258.6987517906527,530.6891809547468,413.02547369700073,3.1640625
