,time,left_pwm,right_pwm,left_pressure,right_pressure,left_flex,right_flex,base_pos_x,base_pos_y,tip_pos_x,tip_pos_y
0,0.0,0.0,0.0,22.0,61.0,0.0,0.0,600.6195583972672,221.85222604918033,607.0540665242098,397.8795441914115
1,0.02001953125,0.0,0.0,25.0,61.0,4.0,10.0,600.6195583972672,221.85222604918033,607.0540665242098,397.8795441914115
2,0.050048828125,0.0,0.0,24.0,61.0,2.0,4.0,600.6195583972672,221.85222604918033,607.0489619741464,397.81658317008964
3,0.07000732421875,0.0,0.0,24.0,61.0,4.0,0.0,600.512023366705,221.77645705323994,607.1489851835405,397.59777920836285
4,0.10003662109375,200.0,200.0,18.0,61.0,1.0,9.0,600.4535364639228,221.78952714478922,607.311869162997,397.77157020311085
5,0.12005615234375,200.0,200.0,22.0,60.0,1.0,21.0,600.4535364639228,221.78952714478922,607.311869162997,397.77157020311085
6,0.1500244140625,200.0,200.0,23.0,60.0,1.0,5.0,600.4215682662722,221.89534110407408,607.872440374018,398.32281152452236
7,0.1800537109375,200.0,200.0,25.0,61.0,1.0,0.0,600.5636567864677,221.77104784890736,610.1536263136742,399.17064342867013
8,0.20001220703125,200.0,200.0,27.0,61.0,1.0,4.0,600.4535364639228,221.78952714478922,613.6042862852967,399.9643948552561
9,0.23004150390625,200.0,200.0,22.0,61.0,4.0,0.0,600.5049680528052,221.72198457829006,618.0308607301486,401.01742093982085
10,0.260009765625,200.0,200.0,24.0,64.0,3.0,0.0,600.4325548434153,221.74128631615784,622.9735252482078,401.72921381698796
11,0.280029296875,200.0,200.0,24.0,61.0,1.0,7.0,600.4325548434153,221.74128631615784,622.9735252482078,401.72921381698796
12,0.30999755859375,200.0,200.0,31.0,61.0,3.0,2.0,600.609208868265,221.71806451061255,627.6909293758908,402.11607922456864
13,0.34002685546875,200.0,200.0,27.0,60.0,1.0,1.0,600.4912266373318,221.72803999283605,630.3780618774053,402.6872198660011
14,0.37005615234375,200.0,200.0,20.0,61.0,2.0,0.0,600.4535364639228,221.78952714478922,631.4847686461314,402.7746243565338
15,0.3900146484375,200.0,200.0,25.0,62.0,0.0,0.0,600.4840568193246,221.67308564547244,631.9421521781302,403.0884480150247
16,0.4200439453125,200.0,200.0,29.0,61.0,2.0,2.0,600.4840568193246,221.67308564547244,631.9421521781302,403.0884480150247
17,0.45001220703125,200.0,200.0,26.0,61.0,2.0,0.0,600.4726545785206,221.75807852003817,631.8049510855828,403.3385865109279
18,0.47003173828125,200.0,200.0,24.0,61.0,3.0,4.0,600.512023366705,221.77645705323994,632.232823095634,403.46011040737176
19,0.5,200.0,200.0,22.0,61.0,5.0,0.0,600.5053484770373,221.78408055310086,634.4866705248155,403.4963368170397
20,0.530029296875,200.0,200.0,27.0,61.0,2.0,7.0,600.5363410746444,221.66810840083835,637.175716618558,403.652457149996
21,0.550048828125,200.0,200.0,24.0,64.0,3.0,0.0,600.5363410746444,221.66810840083835,637.175716618558,403.652457149996
22,0.58001708984375,200.0,200.0,25.0,62.0,0.0,5.0,600.4325548434153,221.74128631615784,640.1512227648664,403.5660360029949
23,0.61004638671875,200.0,200.0,25.0,61.0,2.0,2.0,600.4325548434153,221.74128631615784,640.1512227648664,403.5660360029949
24,0.6300048828125,200.0,200.0,27.0,59.0,1.0,6.0,600.4325548434153,221.74128631615784,640.1512227648664,403.5660360029949
25,0.6600341796875,200.0,200.0,29.0,62.0,3.0,0.0,600.5294879225718,221.6935727948054,643.4816766600087,403.5290872920927
26,0.69000244140625,200.0,200.0,26.0,61.0,1.0,7.0,600.5015543710468,221.59023836046438,642.8170634600149,403.67461787053355
27,0.72003173828125,200.0,200.0,23.0,60.0,1.0,0.0,600.5015543710468,221.59023836046438,642.8170634600149,403.67461787053355
28,0.74005126953125,200.0,200.0,28.0,61.0,2.0,6.0,600.5015543710468,221.59023836046438,642.2512067476952,403.75688598996544
29,0.77001953125,200.0,200.0,22.0,61.0,3.0,0.0,600.5015543710468,221.59023836046438,641.8739018035892,403.9122480892488
30,0.800048828125,200.0,200.0,22.0,61.0,1.0,0.0,600.4831089506442,221.64495825788413,642.7452866841395,403.75723892767735
31,0.82000732421875,200.0,200.0,24.0,62.0,2.0,0.0,600.4831089506442,221.64495825788413,642.7452866841395,403.75723892767735
