time,left_pwm,right_pwm,left_pressure,right_pressure,left_flex,right_flex,base_pos_x,base_pos_y,tip_pos_x,tip_pos_y
17.02996826,75,75,32,48,571,3,490.4049169,211.6571113,509.8791198,381.9050256
17.05999756,75,75,29,46,573,1,490.4049169,211.6571113,509.8791198,381.9050256
17.08001709,75,75,26,47,572,2,490.4331521,211.5399662,509.8629095,381.8844847
17.10998535,75,75,22,46,571,3,490.5626016,211.5563473,509.8629095,381.8844847
17.14001465,75,75,35,46,574,3,490.4869259,211.5339538,509.9643041,381.8775378
17.15997314,0,0,27,46,572,2,490.4971781,211.7044537,510.098691,381.9805348
17.19000244,0,0,28,46,569,3,490.4971781,211.7044537,510.098691,381.9805348
17.21002197,0,0,26,48,571,1,490.4864466,211.6112063,509.948497,381.8571066
17.23999023,0,0,29,46,570,3,490.5448555,211.6593315,509.5939695,381.5669789
17.27001953,0,0,25,46,571,2,490.5448555,211.6593315,509.5939695,381.5669789
17.28997803,0,0,28,46,573,1,490.5448555,211.6593315,509.5939695,381.5669789
17.32000732,0,0,26,46,576,2,490.5448555,211.6593315,509.5939695,381.5669789
17.33996582,0,0,28,46,574,1,490.4626233,211.5500222,505.145324,380.7652306
17.35998535,0,0,25,45,577,1,490.4626233,211.5500222,505.145324,380.7652306
17.39001465,0,0,28,46,578,2,490.4626233,211.5500222,505.145324,380.7652306
17.40997314,0,0,26,46,579,3,490.4626233,211.5500222,505.145324,380.7652306
17.44000244,0,0,27,47,579,0,490.4626233,211.5500222,505.145324,380.7652306
17.46002197,0,0,23,46,583,0,490.403304,211.7236312,501.9103769,379.8946972
17.48999023,0,0,27,46,584,2,490.403304,211.7236312,501.9103769,379.8946972
17.52001953,0,0,24,46,585,1,490.3993653,211.6680286,502.3534955,379.916788
17.53997803,0,0,28,46,583,3,490.4440378,211.5543211,502.7660667,380.1350089
17.57000732,0,0,24,46,587,0,490.5988149,211.5021079,502.8738385,380.1135785
17.58996582,0,0,27,45,586,2,490.5988149,211.5021079,502.8738385,380.1135785
17.60998535,0,0,24,46,586,2,490.5108311,211.4392363,502.4753178,379.9609605
17.64001465,0,0,27,46,587,1,490.4902655,211.4391544,501.8788649,379.7066326
17.65997314,0,0,25,46,588,2,490.4902655,211.4391544,501.8788649,379.7066326
17.69000244,0,0,28,48,589,4,490.4902655,211.4391544,501.8788649,379.7066326
17.71002197,0,0,25,46,590,2,490.4398051,211.4989919,499.932512,379.3511798
17.73999023,0,0,27,46,592,2,490.4016788,211.6207928,499.7450771,379.4612478
17.76000977,0,0,24,46,595,2,490.4650611,211.5076245,499.7686167,379.44268
17.78997803,0,0,27,46,591,1,490.4650611,211.5076245,499.7686167,379.44268
17.80999756,0,0,24,46,593,0,490.4747444,211.5504948,500.4371469,379.5239179
17.83996582,0,0,27,46,591,0,490.4749079,211.544312,501.0591352,379.7050666
17.85998535,0,0,23,46,593,2,490.4628453,211.503102,501.6549847,379.7337992
17.89001465,0,0,27,46,593,2,490.4628453,211.503102,501.6549847,379.7337992
17.90997314,0,0,24,46,593,3,490.4878273,211.4352951,501.6706137,379.7402437
17.94000244,0,0,26,46,594,3,490.4878273,211.4352951,501.6706137,379.7402437
17.96002197,0,0,25,46,595,3,490.5328742,211.5127823,500.3237838,379.3891854
17.98999023,0,0,29,48,594,4,490.5328742,211.5127823,500.3237838,379.3891854
18.01000977,0,0,26,46,593,2,490.6133996,211.6295053,499.7513753,379.4642265
18.03997803,0,0,28,47,595,2,490.6400478,211.5769515,499.7119869,379.2088075
18.05999756,0,0,25,46,593,1,490.6400478,211.5769515,499.7119869,379.2088075
18.08996582,0,0,28,46,596,2,490.5411423,211.5749795,499.7861948,379.357536
18.10998535,0,0,25,46,595,1,490.5411423,211.5749795,499.7861948,379.357536
18.14001465,0,0,28,46,594,3,490.4860737,211.6804896,500.5158079,379.6730244
18.15997314,0,0,24,46,595,0,490.6439111,211.5796642,500.9707304,379.620588
18.19000244,0,0,27,47,593,1,490.6439111,211.5796642,500.9707304,379.620588
18.21002197,0,0,23,46,595,3,490.4255988,211.7966518,501.0311228,379.6014197
18.23999023,0,0,27,46,594,3,490.5078703,211.5806121,500.7877009,379.6552829
18.26000977,0,0,24,46,595,0,490.5078703,211.5806121,500.7877009,379.6552829
18.28997803,0,0,26,45,595,2,490.5078703,211.5806121,500.7877009,379.6552829
18.30999756,0,0,24,46,596,1,490.596509,211.7483681,499.8401008,379.3494989
18.33996582,0,0,27,46,593,2,490.5143576,211.5632452,499.7119869,379.2088075
18.35998535,0,0,24,46,596,1,490.5143576,211.5632452,499.7119869,379.2088075
18.39001465,0,0,27,46,595,1,490.4721353,211.6295893,499.7119869,379.2088075
18.40997314,0,0,25,46,595,3,490.6216179,211.6287669,500.0053828,379.1951372
18.44000244,0,0,27,46,599,3,490.7295859,211.5032289,500.2601796,379.2368981
18.46002197,0,0,24,45,597,2,490.6819423,211.5678107,500.7922658,379.5436576
18.48999023,0,0,27,46,599,3,490.6819423,211.5678107,500.7922658,379.5436576
18.51000977,0,0,23,46,596,2,490.6819423,211.5678107,500.7922658,379.5436576
18.53997803,0,0,27,46,596,3,490.4861959,211.7364336,500.6798643,379.4439305
18.55999756,0,0,25,46,596,3,490.4861959,211.7364336,500.6798643,379.4439305
18.58996582,0,0,28,45,595,2,490.5618223,211.6127157,500.2346486,379.2520423
18.60998535,0,0,25,46,595,2,490.4674468,211.7874767,499.8314046,379.2840007
18.64001465,0,0,29,46,596,2,490.7115297,211.5543741,499.7660273,379.0469981
18.65997314,0,0,25,46,598,3,490.7115297,211.5543741,499.7660273,379.0469981
18.69000244,0,0,27,47,599,1,490.7115297,211.5543741,499.7660273,379.0469981
18.71002197,0,0,24,46,597,3,490.6819423,211.5678107,499.8902129,379.086465
18.73999023,0,0,26,46,597,1,490.6819423,211.5678107,499.8902129,379.086465
18.76000977,0,0,24,46,596,0,490.6819423,211.5678107,499.8902129,379.086465
18.78997803,0,0,28,46,595,4,490.6858048,211.5705214,500.5081093,379.4949829
18.80999756,0,0,25,46,597,4,490.6196793,211.6868754,500.6309762,379.3720851
18.83996582,0,0,29,46,596,3,490.6517097,211.5014203,500.495576,379.3251806
18.85998535,0,0,26,46,593,4,490.6517097,211.5014203,500.495576,379.3251806
18.89001465,0,0,28,46,598,0,490.7295859,211.5032289,500.2601796,379.2368981
18.90997314,0,0,25,47,596,0,490.6087609,211.5682653,500.0830477,379.0488497
18.94000244,0,0,28,46,597,3,490.6175821,211.6455545,499.8486661,379.2082999
18.96002197,0,0,26,46,595,3,490.6686528,211.5856667,499.8355541,379.261527
18.98999023,0,0,27,46,598,0,490.6686528,211.5856667,499.8355541,379.261527
19.01000977,0,0,25,46,597,2,490.6473251,211.5266959,499.8486661,379.2082999
19.03997803,0,0,27,46,598,3,490.6473251,211.5266959,500.1921688,379.1470512
19.05999756,0,0,25,46,597,3,490.6473251,211.5266959,500.1921688,379.1470512
19.08996582,0,0,27,46,598,1,490.6865265,211.5344721,500.3457533,379.3163429
19.10998535,0,0,26,46,597,2,490.664803,211.5808202,500.4841338,379.4449874
19.14001465,0,0,27,46,597,0,490.6175821,211.6455545,500.4841338,379.4449874
19.15997314,0,0,25,46,598,2,490.6175821,211.6455545,500.4841338,379.4449874
19.19000244,0,0,27,46,595,3,490.4450486,211.6948265,500.2859142,379.3037776
19.21002197,0,0,26,46,598,3,490.6653619,211.4755347,500.0769128,379.2212795
19.23999023,0,0,27,46,596,1,490.664803,211.5808202,499.8909073,379.2445238
19.26000977,0,0,25,46,594,2,490.664803,211.5808202,499.8909073,379.2445238
19.28997803,0,0,28,47,596,2,490.6177342,211.5401395,499.869522,379.1559036
19.30999756,0,0,25,46,596,0,490.664803,211.5808202,499.8923846,379.1705038
19.33996582,0,0,28,46,598,3,490.664803,211.5808202,500.0769128,379.2212795
19.35998535,0,0,25,46,601,3,490.664803,211.5808202,500.0769128,379.2212795
19.39001465,0,0,27,46,599,3,490.664803,211.5808202,500.0769128,379.2212795
19.40997314,0,0,25,46,597,3,490.587458,211.4737347,500.3469002,379.3610092
19.44000244,0,0,27,47,597,5,490.6158281,211.4825523,500.2910185,379.2727664
19.46002197,0,0,26,46,594,2,490.6158281,211.4825523,500.2910185,379.2727664
19.48999023,0,0,27,46,597,4,490.6756093,211.535507,500.2301399,379.2156058
19.51000977,0,0,26,46,597,1,490.6756093,211.535507,500.2301399,379.2156058
19.53997803,0,0,27,46,597,3,490.6158281,211.4825523,499.8147725,379.2099204
19.55999756,0,0,26,46,594,3,490.6158281,211.4825523,499.8147725,379.2099204
19.58996582,0,0,27,46,596,1,490.6751288,211.6407694,499.7223202,379.2406601
19.60998535,0,0,25,46,598,1,490.6453714,211.5832826,499.9496626,378.9577932
19.64001465,0,0,28,46,596,2,490.6930456,211.5896166,500.0531154,379.0275902
19.65997314,0,0,26,46,598,2,490.6930456,211.5896166,500.0531154,379.0275902
19.69000244,0,0,26,47,597,2,490.6930456,211.5896166,500.0531154,379.0275902
19.71002197,0,0,25,46,595,2,490.6372776,211.4356216,500.2301399,379.2156058
19.73999023,0,0,28,48,595,1,490.6496642,211.6555731,500.2301399,379.2156058
19.76000977,0,0,26,46,597,1,490.6496642,211.6555731,500.2301399,379.2156058
19.78997803,0,0,26,47,600,1,490.6317429,211.6027486,500.2593097,379.1089567
19.80999756,0,0,25,46,598,3,490.6317429,211.6027486,500.2593097,379.1089567
19.83996582,0,0,27,46,598,2,490.6158281,211.4825523,499.9194547,379.0063483
19.85998535,0,0,25,46,597,1,490.6158281,211.4825523,499.9194547,379.0063483
19.89001465,0,0,25,46,598,2,490.6930456,211.5896166,500.0289106,378.9082424
19.90997314,0,0,25,46,599,3,490.7147659,211.543288,499.9491331,379.0640554
19.94000244,0,0,27,45,598,2,490.7147659,211.543288,499.9491331,379.0640554
19.96002197,0,0,25,46,597,1,490.7147659,211.543288,499.9491331,379.0640554
19.98999023,0,0,26,46,596,2,490.7400835,211.5886457,500.0440715,379.1093018
20.01000977,0,0,25,46,598,2,490.7368548,211.4785411,500.2818365,379.0849803
20.03997803,0,0,26,45,599,2,490.7183225,211.6349573,500.2526659,379.1916019
20.05999756,0,0,26,48,598,1,490.7183225,211.6349573,500.2526659,379.1916019
20.08996582,0,0,27,46,596,3,490.736241,211.5837998,500.2818365,379.0849803
20.10998535,0,0,25,46,597,2,490.7588053,211.4312844,500.0757301,379.0036599
20.14001465,0,0,27,46,597,1,490.7588053,211.4312844,500.0757301,379.0036599
20.15997314,0,0,25,46,598,2,490.7588053,211.4312844,500.0757301,379.0036599
20.19000244,0,0,27,46,595,5,490.7588053,211.4312844,500.0757301,379.0036599
20.21002197,0,0,26,45,598,3,490.7368548,211.4785411,499.9383718,379.081451
20.22998047,0,0,26,46,598,2,490.7368548,211.4785411,499.9383718,379.081451
20.26000977,0,0,26,46,599,2,490.7368548,211.4785411,500.020018,378.9882752
20.27996826,0,0,27,46,597,2,490.6051917,211.4829436,500.0757301,379.0036599
20.30999756,0,0,26,46,594,2,490.7759718,211.5546192,500.1810326,379.0517859
20.33996582,0,0,26,46,598,3,490.6037378,211.5371225,500.2271617,379.2067511
20.35998535,0,0,26,46,599,3,490.6037378,211.5371225,500.2271617,379.2067511
20.39001465,0,0,26,46,597,2,490.6887692,211.4726331,500.1810326,379.0517859
20.40997314,0,0,26,46,595,2,490.7188136,211.5296865,500.1591689,379.0350957
20.44000244,0,0,27,47,597,1,490.6830747,211.5719788,499.9700592,379.16571
20.46002197,0,0,26,46,596,1,490.6830747,211.5719788,499.9700592,379.16571
20.47998047,0,0,27,47,598,3,490.6830747,211.5719788,499.9700592,379.16571
20.51000977,0,0,27,46,598,1,490.7011347,211.5208229,500.0011132,378.9549238
20.52996826,0,0,27,46,596,2,490.7011347,211.5208229,499.9775936,378.9407693
20.55999756,0,0,25,46,597,2,490.7011347,211.5208229,499.9775936,378.9407693
20.58996582,0,0,26,46,598,2,490.6977512,211.573135,500.0017522,379.0600805
20.60998535,0,0,27,46,597,1,490.650279,211.6377884,500.0852043,379.0915352
20.64001465,0,0,27,46,598,2,490.7004953,211.6261029,500.1323517,379.0926815
20.65997314,0,0,27,46,598,0,490.7004953,211.6261029,500.1323517,379.0926815
20.69000244,0,0,26,46,598,2,490.7011347,211.5208229,500.1070694,379.10823
20.71002197,0,0,27,46,598,1,490.7050438,211.5247332,500.0852043,379.0915352
20.72998047,0,0,27,46,597,3,490.6570841,211.6920796,499.9700592,379.16571
20.76000977,0,0,26,46,597,2,490.6570841,211.6920796,499.9700592,379.16571
20.77996826,0,0,26,46,598,3,490.7004953,211.6261029,499.8983379,378.990293
20.80999756,0,0,26,47,598,1,490.7011347,211.5208229,499.8983379,378.990293
20.83001709,0,0,26,46,597,2,490.7011347,211.5208229,499.9775936,378.9407693
20.85998535,0,0,27,46,597,3,490.7011347,211.5208229,499.9775936,378.9407693
20.88000488,0,0,25,46,597,2,490.7043379,211.6309497,500.0017522,379.0600805
20.90997314,0,0,26,46,597,2,490.7011347,211.5208229,499.9700592,379.16571
20.94000244,0,0,26,47,597,2,490.7011347,211.5208229,499.9700592,379.16571
20.96002197,0,0,27,46,599,1,490.7011347,211.5208229,499.9700592,379.16571
20.97998047,0,0,25,45,598,2,490.6792772,211.6299533,500.1443151,379.1907618
21.01000977,0,0,26,46,597,0,490.6618139,211.5758091,500.0643778,379.106394
21.02996826,0,0,25,46,600,2,490.6618139,211.5758091,500.0643778,379.106394
21.05999756,0,0,27,47,598,2,490.6618139,211.5758091,500.0643778,379.106394
21.08001709,0,0,27,47,598,1,490.7018528,211.4773557,500.0447188,379.1588342
21.10998535,0,0,27,46,598,3,490.6320176,211.6946962,499.896215,379.2552492
21.13000488,0,0,26,46,598,2,490.6798754,211.5246368,500.0049719,379.24975
21.15997314,0,0,27,46,599,1,490.6798754,211.5246368,500.0049719,379.24975
21.17999268,75,75,26,46,598,3,490.6584883,211.6281396,500.0607284,379.1592329
21.21002197,75,75,27,48,597,3,490.6798754,211.5246368,500.0607284,379.1592329
21.23999023,75,75,22,46,598,2,490.6618139,211.5758091,500.2969479,379.4689162
21.27001953,75,75,29,46,597,1,490.6798754,211.5246368,500.7745508,379.9165646
21.28997803,75,75,30,45,599,3,490.6798754,211.5246368,500.7745508,379.9165646
21.32000732,75,75,26,46,595,2,490.6019476,211.522819,501.6802669,379.9374758
21.34997559,75,75,21,46,595,1,490.5884076,211.6565908,502.7931293,380.2926715
21.36999512,75,75,35,46,593,3,490.6134953,211.5696262,504.3859137,380.5718271
21.40002441,75,75,31,46,590,4,490.7010247,211.5835963,505.299004,380.6013657
21.42999268,75,75,28,47,589,2,490.7010247,211.5835963,505.299004,380.6013657
21.46002197,75,75,26,46,588,3,490.6916168,211.4939758,507.0889814,381.2090772
21.47998047,75,75,32,46,588,2,490.6916168,211.4939758,507.0889814,381.2090772
21.51000977,75,75,31,46,584,2,490.6916168,211.4939758,507.0889814,381.2090772
21.53997803,75,75,28,46,583,2,490.6910362,211.5992232,506.998196,381.2864016
21.55999756,75,75,22,47,581,4,490.6910362,211.5992232,506.998196,381.2864016
21.58996582,75,75,34,46,581,0,490.6910362,211.5992232,506.998196,381.2864016
21.61999512,75,75,29,46,584,2,490.6910362,211.5992232,507.0384016,381.3872763
21.64001465,75,75,27,46,579,3,490.6256172,211.7157223,507.378307,381.2947466
21.66998291,75,75,25,46,578,2,490.6916168,211.4939758,508.0093982,381.6754137
21.70001221,75,75,32,46,577,6,490.7135649,211.4467284,508.6927665,381.5395863
21.7199707,75,75,28,46,575,3,490.7135649,211.4467284,508.6927665,381.5395863
21.75,75,75,28,46,574,2,490.6731236,211.6503717,509.4401542,381.613974
21.77996826,75,75,24,46,573,3,490.6478697,211.5612524,509.6567797,381.6501113
21.80999756,75,75,35,46,574,1,490.6910362,211.5992232,509.4401542,381.613974
21.83001709,75,75,27,46,573,1,490.6910362,211.5992232,509.4401542,381.613974
21.85998535,75,75,27,46,573,1,490.6910362,211.5992232,509.4401542,381.613974
21.89001465,75,75,25,46,571,1,490.6910362,211.5992232,509.4401542,381.613974
21.90997314,75,75,32,46,572,3,490.6735815,211.5451124,508.3397558,381.6287892
21.94000244,75,75,29,46,573,0,490.6476524,211.6651711,508.6721353,381.6179233
21.9699707,75,75,28,46,570,1,490.6476524,211.6651711,508.6721353,381.6179233
22,75,75,23,46,571,2,490.6476524,211.6651711,508.6721353,381.6179233
22.02001953,75,75,35,45,572,0,490.6476524,211.6651711,508.6721353,381.6179233
22.04998779,75,75,25,46,570,1,490.6622381,211.5657678,509.9947933,381.95564
22.08001709,75,75,27,46,569,3,490.6004628,211.4620081,510.1449542,381.9494819
22.09997559,75,75,25,46,574,4,490.6802699,211.5146283,509.9091826,381.9829861
22.13000488,75,75,32,45,573,2,490.6802699,211.5146283,509.9091826,381.9829861
22.15997314,75,75,29,46,570,2,490.6802699,211.5146283,509.9091826,381.9829861
22.19000244,75,75,26,46,571,1,490.6617802,211.6710349,509.5167627,381.7569408
22.21002197,75,75,24,46,570,1,490.6622381,211.5657678,509.2598606,381.6797863
22.23999023,75,75,36,46,571,5,490.6622381,211.5657678,509.2598606,381.6797863
22.27001953,75,75,27,47,571,1,490.6796894,211.6198835,509.5876696,381.8795578
22.28997803,75,75,28,46,569,3,490.6796894,211.6198835,509.5876696,381.8795578
22.32000732,75,75,26,46,571,1,490.6796894,211.6198835,509.9091826,381.9829861
22.34997559,75,75,31,46,570,4,490.6004628,211.4620081,510.2022602,382.0103797
22.36999512,75,75,28,46,571,0,490.6617802,211.6710349,510.2022602,382.0103797
22.40002441,75,75,23,47,570,1,490.6617802,211.6710349,510.2022602,382.0103797
22.42999268,75,75,25,46,570,4,490.6617802,211.6710349,510.2022602,382.0103797
22.46002197,75,75,34,46,568,2,490.6802699,211.5146283,509.9091826,381.9829861
22.47998047,75,75,26,46,570,2,490.6802699,211.5146283,509.9091826,381.9829861
22.51000977,75,75,21,46,572,1,490.63267,211.5791959,509.5816831,381.8260522
22.53997803,75,75,26,47,570,2,490.689577,211.5140572,509.5800829,381.9141269
22.55999756,75,75,31,46,570,2,490.689577,211.5140572,509.5800829,381.9141269
22.58996582,75,75,28,46,568,3,490.6710546,211.6705246,509.7409996,381.9456762
22.61999512,75,75,22,46,569,1,490.689577,211.5140572,509.9017224,382.0175142
22.65002441,75,75,32,46,571,3,490.6889808,211.6193493,510.1949261,382.0448624
22.66998291,75,75,32,47,572,1,490.5700767,211.5589713,510.1949261,382.0448624
22.70001221,75,75,25,46,569,2,490.689577,211.5140572,510.1376238,382.1136749
22.72998047,75,75,23,46,570,2,490.689577,211.5140572,510.1376238,382.1136749
22.75,75,75,33,46,572,2,490.6412716,211.6130188,510.0803093,382.053981
22.77996826,75,75,30,45,570,0,490.6412716,211.6130188,510.0803093,382.053981
22.80999756,75,75,30,46,569,2,490.689577,211.5140572,509.7185269,381.965662
22.83001709,75,75,24,47,570,3,490.5556995,211.4679135,509.6909824,381.8794356
22.85998535,75,75,33,46,571,2,490.5556995,211.4679135,509.6909824,381.8794356
22.89001465,75,75,32,46,573,1,490.689577,211.5140572,509.7663555,381.9548051
22.90997314,75,75,25,46,573,2,490.6934898,211.5179676,509.9017224,382.0175142
22.94000244,75,75,24,46,570,2,490.689577,211.5140572,510.1376238,382.1136749
22.9699707,75,75,34,46,572,4,490.6715281,211.5652205,510.1949261,382.0448624
23,75,75,30,46,573,1,490.6715281,211.5652205,510.1949261,382.0448624
23.02001953,75,75,28,46,570,3,490.7107135,211.5729996,510.1949261,382.0448624
23.04998779,75,75,21,48,572,3,490.672067,211.6172227,510.1376238,382.1136749
23.08001709,75,75,32,46,570,1,490.764523,211.5753797,510.0251801,382.0334291
23.09997559,75,75,29,46,569,1,490.7433588,211.5164388,509.9756796,381.9967047
23.13000488,75,75,26,46,570,4,490.6957319,211.5810272,509.8897242,381.9706675
23.15997314,75,75,24,46,571,1,490.6957319,211.5810272,509.8897242,381.9706675
23.19000244,75,75,33,46,571,0,490.6957319,211.5810272,509.8897242,381.9706675
23.21002197,75,75,26,46,569,3,490.7433588,211.5164388,510.1108647,382.006085
23.23999023,75,75,27,46,571,2,490.7427998,211.6217197,510.2612319,382.1296786
23.27001953,75,75,22,46,571,1,490.7427998,211.6217197,510.2612319,382.1296786
23.28997803,75,75,33,46,573,0,490.7427998,211.6217197,510.2612319,382.1296786
23.32000732,75,75,29,46,575,3,490.7253223,211.5675926,510.3185364,382.0608688
23.34997559,75,75,26,46,571,2,490.7427998,211.6217197,510.2612319,382.1296786
23.38000488,75,75,24,46,571,0,490.7172622,211.6400769,510.1266901,382.0265382
23.40002441,75,75,32,47,571,1,490.7433588,211.5164388,510.0251801,382.0334291
23.42999268,75,75,26,46,569,3,490.7433588,211.5164388,510.0251801,382.0334291
23.46002197,75,75,29,46,573,1,490.7433588,211.5164388,510.0251801,382.0334291
23.47998047,75,75,24,47,571,2,490.6115353,211.5208245,509.9756796,381.9967047
23.51000977,75,75,33,47,571,2,490.6504689,211.5792312,510.0251801,382.0334291
23.53997803,75,75,29,46,569,2,490.6419395,211.5870287,510.2612319,382.1296786
23.55999756,75,75,26,46,570,3,490.6419395,211.5870287,510.2612319,382.1296786
23.58996582,75,75,26,47,573,3,490.7348701,211.6783542,510.2612319,382.1296786
23.61999512,75,75,33,46,573,1,490.7348701,211.6783542,510.2612319,382.1296786
23.65002441,75,75,27,46,572,2,490.7348701,211.6783542,510.2612319,382.1296786
23.66998291,75,75,28,46,569,1,490.6171981,211.4612581,509.9766978,381.9154393
23.70001221,75,75,23,46,570,0,490.748302,211.5621127,509.8914708,381.9429241
23.72998047,75,75,32,47,571,4,490.748302,211.5621127,509.8914708,381.9429241
23.75,75,75,28,46,571,1,490.686967,211.5752623,509.8258487,381.885701
23.77996826,75,75,21,46,572,3,490.686967,211.5752623,509.8258487,381.885701
23.80999756,75,75,26,46,572,2,490.748302,211.5621127,509.8914708,381.9429241
23.83996582,75,75,30,46,572,1,490.657505,211.5887648,510.1110313,382.0184548
23.85998535,75,75,25,46,571,2,490.6232079,211.5191791,510.1683419,381.9496508
23.89001465,75,75,24,47,571,1,490.6232079,211.5191791,510.1683419,381.9496508
23.90997314,75,75,23,45,571,1,490.7047784,211.5259732,510.1683419,381.9496508
23.94000244,75,75,31,46,570,0,490.7008317,211.4509297,510.1110313,382.0184548
23.9699707,75,75,29,46,571,1,490.7489463,211.45683,510.1110313,382.0184548
24,75,75,23,46,570,2,490.7489463,211.45683,510.1110313,382.0184548
24.02001953,75,75,35,46,573,3,490.686967,211.5752623,509.8914708,381.9429241
24.04998779,75,75,30,46,573,2,490.686967,211.5752623,509.8914708,381.9429241
24.08001709,75,75,26,46,572,1,490.8190273,211.5034594,509.8499629,381.9321506
24.09997559,75,75,25,46,571,1,490.7709242,211.4095585,509.8914708,381.9429241
24.13000488,75,75,31,46,571,2,490.7303574,211.613285,510.0537688,381.9587934
24.15997314,75,75,33,46,569,3,490.730785,211.5748057,510.1904735,382.0468506
24.19000244,0,0,28,46,571,2,490.730785,211.5748057,510.1904735,382.0468506
24.21002197,0,0,27,45,570,2,490.730785,211.5748057,510.1904735,382.0468506
24.23999023,0,0,28,46,573,4,490.7352865,211.4734455,510.0104144,381.8801451
24.26000977,0,0,27,46,571,3,490.7352865,211.4734455,510.0104144,381.8801451
24.27996826,0,0,28,45,572,1,490.7533305,211.4222742,509.468304,381.5973046
24.30999756,0,0,26,45,575,3,490.7313738,211.4695355,508.1148908,381.6112271
24.33996582,0,0,28,46,574,1,490.6876115,211.5368339,506.6976819,381.2291392
24.35998535,0,0,27,46,575,2,490.6876115,211.5368339,506.6976819,381.2291392
24.39001465,0,0,28,46,578,4,490.730785,211.5748057,504.8434564,380.6813705
24.40997314,0,0,27,46,578,3,490.7313738,211.4695355,503.2743383,380.2097477
24.44000244,0,0,27,45,580,3,490.7313738,211.4695355,503.2743383,380.2097477
24.46002197,0,0,26,46,584,2,490.7313738,211.4695355,503.2743383,380.2097477
24.47998047,0,0,26,46,584,2,490.730785,211.5748057,502.0199834,380.0569649
24.51000977,0,0,25,46,584,3,490.687235,211.5386613,502.1642494,379.9637714
24.52996826,0,0,26,46,585,3,490.687235,211.5386613,502.1642494,379.9637714
24.55999756,0,0,26,47,586,2,490.687235,211.5386613,502.1642494,379.9637714
24.58996582,0,0,26,46,585,1,490.6873862,211.640775,503.0194197,380.1769177
24.60998535,0,0,25,45,587,2,490.7533305,211.4222742,502.9354326,380.1484191
24.64001465,0,0,27,46,586,4,490.6653195,211.5859277,502.3282933,379.7250104
24.65997314,0,0,26,46,589,2,490.7208028,211.6128985,501.6227383,379.8447474
24.67999268,0,0,27,48,587,4,490.7208028,211.6128985,501.6227383,379.8447474
24.71002197,0,0,27,47,589,2,490.6875328,211.6056724,500.473499,379.6681359
24.72998047,0,0,26,46,587,3,490.7169611,211.6080515,499.7151007,379.493086
24.76000977,0,0,26,46,590,2,490.7169611,211.6080515,499.7151007,379.493086
24.77996826,0,0,26,46,591,2,490.7169611,211.6080515,499.6915608,379.511641
24.80999756,0,0,26,46,591,4,490.7169611,211.6080515,499.6915608,379.511641
24.83996582,0,0,26,46,593,1,490.7176086,211.5027789,500.6834841,379.6615157
24.85998535,0,0,26,46,592,2,490.7176086,211.5027789,500.6834841,379.6615157
24.88000488,0,0,27,46,592,3,490.6907373,211.5555578,501.4691753,379.7995969
24.90997314,0,0,27,46,594,1,490.6512355,211.6526057,501.6879595,379.7749823
24.92999268,0,0,27,46,594,2,490.6512355,211.6526057,501.6879595,379.7749823
24.96002197,0,0,27,46,595,2,490.6512355,211.6526057,501.6879595,379.7749823
24.97998047,0,0,27,46,597,2,490.55895,211.5243089,500.8133061,379.6509975
25.01000977,0,0,25,46,595,3,490.6907373,211.5555578,500.0805309,379.2227572
25.02996826,0,0,26,46,594,0,490.6995475,211.5539287,499.7065595,379.2814488
25.05999756,0,0,26,46,596,0,490.6995475,211.5539287,499.7065595,379.2814488
25.08001709,0,0,26,46,593,2,490.7169611,211.6080515,499.6749922,379.2806786
25.10998535,0,0,27,46,595,2,490.6731912,211.6782458,499.7304608,379.3211726
25.13000488,0,0,26,46,596,2,490.6731912,211.6782458,499.7304608,379.3211726
25.15997314,0,0,26,46,596,0,490.6868478,211.5167597,500.792979,379.4597989
25.17999268,0,0,26,46,594,2,490.6868478,211.5167597,500.792979,379.4597989
25.21002197,0,0,27,46,595,2,490.7042959,211.5708895,501.2030016,379.498417
25.22998047,0,0,27,46,598,1,490.6536191,211.5117929,501.0205557,379.5100949
25.26000977,0,0,25,46,596,0,490.6536191,211.5117929,501.0205557,379.5100949
25.27996826,0,0,26,45,596,1,490.7096534,211.5206801,500.6579646,379.5593016
25.30999756,0,0,26,45,596,2,490.6429299,211.6879993,500.1280726,379.1915128
25.33001709,0,0,26,46,597,2,490.6429299,211.6879993,500.1280726,379.1915128
25.35998535,0,0,27,47,597,1,490.6429299,211.6879993,500.1280726,379.1915128
25.38000488,0,0,26,46,596,2,490.7042959,211.5708895,499.6807557,379.1698232
25.40997314,0,0,28,46,597,3,490.7042959,211.5708895,499.8001243,379.3065839
25.42999268,0,0,27,46,596,2,490.638846,211.687455,500.1280726,379.1915128
25.46002197,0,0,27,46,598,2,490.638846,211.687455,500.1280726,379.1915128
25.47998047,0,0,25,46,597,3,490.6607523,211.5347407,500.5418367,379.3506749
25.51000977,0,0,27,46,596,2,490.7042959,211.5708895,500.9012524,379.5229063
25.52996826,0,0,25,46,598,0,490.708142,211.5757367,500.9012524,379.5229063
25.55999756,0,0,26,47,595,2,490.708142,211.5757367,500.9012524,379.5229063
25.58001709,0,0,26,46,594,2,490.6868478,211.5167597,500.6051869,379.3559759
25.60998535,0,0,26,46,595,1,490.7042959,211.5708895,500.1280726,379.1915128
