,time,left_pwm,right_pwm,left_pressure,right_pressure,left_flex,right_flex,base_pos_x,base_pos_y,tip_pos_x,tip_pos_y,scaled_voltage
0,0.0,0.0,0.0,101.0,111.0,659.0,652.0,357.1788913115845,333.6460719767694,361.10674172208104,489.2012448179314,3.2177734375
1,0.030029296875,0.0,0.0,101.0,111.0,660.0,649.0,357.1788913115845,333.6460719767694,361.10674172208104,489.2012448179314,3.22265625
2,0.05999755859375,0.0,0.0,101.0,111.0,663.0,650.0,357.2449465003958,333.6054482527831,361.10674172208104,489.2012448179314,3.2373046875
3,0.09002685546875,110.0,110.0,100.0,112.0,661.0,650.0,357.2556783653215,333.5718443464596,363.0614833946511,489.80085889974947,3.2275390625
4,0.1199951171875,110.0,110.0,102.0,114.0,659.0,650.0,357.2556783653215,333.5718443464596,363.0614833946511,489.80085889974947,3.2177734375
5,0.1500244140625,110.0,110.0,109.0,117.0,659.0,649.0,357.3306543947028,333.553906860658,369.87340868821536,490.749451346806,3.2177734375
6,0.17999267578125,110.0,110.0,113.0,121.0,652.0,644.0,357.23316666785576,333.5782282371255,379.473741508609,491.56521739417553,3.18359375
7,0.22003173828125,110.0,110.0,117.0,124.0,639.0,635.0,357.27511660876667,333.55580662208774,386.36498504648756,491.2264431027605,3.1201171875
8,0.25,110.0,110.0,120.0,125.0,618.0,619.0,357.1865030373246,333.6070820952075,387.62831477536974,491.30150413871576,3.017578125
9,0.2900390625,110.0,110.0,122.0,128.0,614.0,609.0,357.27496007896224,333.5874676574833,387.7194528632216,491.57317132118254,2.998046875
10,0.32000732421875,110.0,110.0,124.0,130.0,606.0,603.0,357.2617517585405,333.5980142002645,390.81562772075984,491.2951113086963,2.958984375
11,0.35003662109375,110.0,110.0,126.0,132.0,595.0,593.0,357.27496007896224,333.5874676574833,396.42692116299077,490.55826093196106,2.9052734375
12,0.3800048828125,110.0,110.0,128.0,133.0,587.0,583.0,357.2524284296177,333.59390097621576,399.9919809983291,489.9952264679492,2.8662109375
13,0.41998291015625,110.0,110.0,129.0,136.0,578.0,577.0,357.2569272446748,333.5190142813714,398.8368506292334,490.1596582616515,2.822265625
14,0.45001220703125,110.0,110.0,130.0,136.0,581.0,574.0,357.2524284296177,333.59390097621576,398.11578985678244,490.57141916720195,2.8369140625
15,0.48004150390625,110.0,110.0,132.0,138.0,580.0,571.0,357.2524284296177,333.59390097621576,398.98540332001704,490.24217822565845,2.83203125
16,0.52001953125,110.0,110.0,132.0,137.0,574.0,569.0,357.3096896569449,333.53910248644837,403.35479954009656,489.3399178816285,2.802734375
17,0.54998779296875,110.0,110.0,132.0,139.0,570.0,562.0,357.3096896569449,333.53910248644837,403.35479954009656,489.3399178816285,2.783203125
18,0.58001708984375,110.0,110.0,133.0,139.0,573.0,561.0,357.27511660876667,333.55580662208774,403.83060490746885,489.35353351707016,2.7978515625
19,0.6199951171875,110.0,110.0,132.0,139.0,570.0,562.0,357.2343568115798,333.52528929041006,402.1341608761704,489.6040899272427,2.783203125
20,0.6500244140625,110.0,110.0,135.0,141.0,571.0,559.0,357.2556783653215,333.5718443464596,403.42286912132505,489.4490417035878,2.7880859375
21,0.67999267578125,110.0,110.0,135.0,141.0,567.0,558.0,357.2343568115798,333.52528929041006,406.21681795252863,488.60073620613775,2.7685546875
22,0.72003173828125,110.0,110.0,133.0,140.0,567.0,559.0,357.17603340829044,333.60306654528085,407.2891412773263,488.30841246157894,2.7685546875
23,0.75,110.0,110.0,134.0,141.0,566.0,556.0,357.2313569967702,333.5562032228079,404.275738588448,489.2023155951776,2.763671875
24,0.780029296875,110.0,110.0,135.0,141.0,570.0,556.0,357.2313569967702,333.5562032228079,404.275738588448,489.2023155951776,2.783203125
25,0.82000732421875,110.0,110.0,134.0,142.0,565.0,557.0,357.31077780016136,333.4951309048371,405.2584447669108,488.9557099448741,2.7587890625
26,0.85003662109375,110.0,110.0,133.0,141.0,564.0,556.0,357.2885617381649,333.5013986273588,407.029024955422,488.2485318403924,2.75390625
27,0.8800048828125,110.0,110.0,134.0,141.0,561.0,555.0,357.24067425492984,333.5603155466873,408.61306072434274,487.94158599348407,2.7392578125
28,0.91998291015625,110.0,110.0,135.0,141.0,563.0,556.0,357.1073887997244,333.62466987413256,406.9787453527427,488.3131184747033,2.7490234375
29,0.95001220703125,110.0,110.0,137.0,142.0,563.0,555.0,357.23583445215195,333.4813155332627,406.1445258137385,488.7231722465986,2.7490234375
30,0.98004150390625,110.0,110.0,135.0,141.0,567.0,556.0,357.2693097956345,333.4859649775687,406.30476870040206,488.4837995349035,2.7685546875
31,1.02001953125,110.0,110.0,134.0,140.0,562.0,553.0,357.21317674120354,333.51011769915453,408.2690898990598,488.12277104283845,2.744140625
32,1.04998779296875,110.0,110.0,134.0,141.0,564.0,555.0,357.2313569967702,333.5562032228079,408.82958691395504,488.0754761345025,2.75390625
33,1.08001708984375,110.0,110.0,136.0,143.0,564.0,552.0,357.2538700485816,333.54976760962103,408.2248268085885,488.1254485540848,2.75390625
34,1.1199951171875,110.0,110.0,136.0,142.0,563.0,554.0,357.1550219829488,333.565376481637,406.49102912235537,488.4839457252803,2.7490234375
35,1.1500244140625,110.0,110.0,135.0,143.0,563.0,555.0,357.1551285765994,333.54269337054603,406.59084236568765,488.4671478774648,2.7490234375
36,1.17999267578125,110.0,110.0,135.0,142.0,563.0,554.0,357.2693097956345,333.4859649775687,408.55137324391126,488.0154653588511,2.7490234375
