,time,left_pwm,right_pwm,left_pressure,right_pressure,left_flex,right_flex,base_pos_x,base_pos_y,tip_pos_x,tip_pos_y
0,0.0,0.0,0.0,22.0,61.0,1.0,0.0,605.8608860190491,222.50631048158564,612.0472796013651,398.55162950280607
1,0.01995849609375,0.0,0.0,25.0,61.0,1.0,0.0,605.7511856529953,222.55108521430387,612.0143644318912,398.590085049332
2,0.03997802734375,0.0,0.0,20.0,61.0,0.0,0.0,605.7511856529953,222.55108521430387,612.0143644318912,398.590085049332
3,0.05999755859375,0.0,0.0,21.0,62.0,3.0,3.0,605.7770694432496,222.50088079941057,612.0472796013651,398.55162950280607
4,0.0899658203125,0.0,0.0,23.0,61.0,2.0,2.0,605.7511856529953,222.55108521430387,612.0782010497977,398.4578190407731
5,0.1099853515625,50.0,50.0,20.0,61.0,3.0,0.0,605.7521512473836,222.41702913876256,612.088808463735,398.63290029262106
6,0.13995361328125,50.0,50.0,26.0,61.0,2.0,9.0,605.7521512473836,222.41702913876256,612.088808463735,398.63290029262106
7,0.15997314453125,50.0,50.0,23.0,61.0,0.0,2.0,605.7189841987267,222.52846085301607,612.0606653823526,398.7210311822213
8,0.17999267578125,50.0,50.0,20.0,61.0,2.0,5.0,605.775331782604,222.6351821987961,612.4110727221336,398.79627738221853
9,0.2099609375,50.0,50.0,25.0,60.0,1.0,14.0,605.7052834815371,222.48510972164368,612.688046673789,398.73270747856543
10,0.239990234375,50.0,50.0,23.0,61.0,1.0,3.0,605.7052834815371,222.48510972164368,612.688046673789,398.73270747856543
11,0.260009765625,50.0,50.0,28.0,61.0,0.0,4.0,605.6984448004572,222.54642283023836,613.3276132752379,399.0022910692488
12,0.27996826171875,50.0,50.0,27.0,61.0,1.0,5.0,605.70924294296,222.44502141781854,614.074720551332,399.30937682755814
13,0.30999755859375,50.0,50.0,23.0,62.0,1.0,5.0,605.6984448004572,222.54642283023836,614.9793891406986,399.26887071304697
14,0.3299560546875,50.0,50.0,21.0,61.0,1.0,3.0,605.6984448004572,222.54642283023836,614.9793891406986,399.26887071304697
15,0.3599853515625,50.0,50.0,24.0,61.0,2.0,6.0,605.8214694501127,222.56634706887513,615.5698266553865,399.580429032973
16,0.3800048828125,50.0,50.0,26.0,63.0,0.0,4.0,605.7511856529953,222.55108521430387,615.9229879920533,399.63868925964044
17,0.40997314453125,50.0,50.0,22.0,61.0,2.0,0.0,605.7956035620751,222.6172025068788,616.1772225624353,399.77283650278036
18,0.44000244140625,50.0,50.0,21.0,61.0,3.0,8.0,605.7956035620751,222.6172025068788,616.1772225624353,399.77283650278036
19,0.4599609375,50.0,50.0,29.0,60.0,0.0,0.0,605.8177720996209,222.52347671942417,615.9378419556683,399.785783306947
20,0.489990234375,50.0,50.0,29.0,61.0,2.0,0.0,605.8177720996209,222.52347671942417,615.9378419556683,399.785783306947
21,0.510009765625,50.0,50.0,22.0,61.0,0.0,3.0,605.8382729875954,222.50543062329265,616.0210459729935,399.86270010045894
22,0.52996826171875,50.0,50.0,23.0,61.0,2.0,2.0,605.8880839247792,222.53873034211776,616.1087134779625,399.7753570175799
23,0.55999755859375,50.0,50.0,26.0,61.0,0.0,3.0,605.8880839247792,222.53873034211776,616.1087134779625,399.7753570175799
24,0.5799560546875,50.0,50.0,26.0,61.0,1.0,2.0,605.8436517682998,222.47328141861234,616.4057453430062,399.8081480547068
25,0.6099853515625,50.0,50.0,20.0,61.0,0.0,7.0,605.8382729875954,222.50543062329265,616.7596795058467,400.0814946336247
26,0.6300048828125,50.0,50.0,26.0,62.0,2.0,1.0,605.8382729875954,222.50543062329265,616.7596795058467,400.0814946336247
27,0.65997314453125,50.0,50.0,20.0,61.0,2.0,10.0,605.8880839247792,222.53873034211776,617.2628251027318,400.1041149122852
28,0.69000244140625,50.0,50.0,28.0,61.0,2.0,1.0,605.8177720996209,222.52347671942417,617.4675554326606,400.1574525732492
29,0.7099609375,50.0,50.0,19.0,61.0,3.0,6.0,605.8622223327832,222.58957653284637,617.4441841437549,400.16981590504946
30,0.739990234375,50.0,50.0,30.0,61.0,3.0,3.0,605.8880839247792,222.53873034211776,617.1853522122167,400.13975353602666
31,0.760009765625,50.0,50.0,29.0,61.0,2.0,0.0,605.8880839247792,222.53873034211776,617.1853522122167,400.13975353602666
32,0.77996826171875,50.0,50.0,24.0,61.0,2.0,0.0,606.6183837479489,222.51723481167377,617.8259811928974,400.2259419732883
33,0.80999755859375,50.0,50.0,18.0,61.0,1.0,0.0,606.9880631451807,222.47233017931597,617.6687575217607,400.226132420118
34,0.8299560546875,50.0,50.0,31.0,62.0,4.0,0.0,606.9880631451807,222.47233017931597,617.6687575217607,400.226132420118
35,0.8599853515625,50.0,50.0,24.0,61.0,2.0,0.0,606.9092147826619,222.45340944681115,617.6687575217607,400.226132420118
